"link","argentino","otro_pais"
20100103,840,87
20100104,748,89
20100105,652,43
20100106,755,56
20100107,695,59
20100108,895,81
20100201,848,82
20100202,560,40
20100203,661,41
20100204,844,31
20100205,771,68
20100206,1059,49
20100207,913,60
20100208,823,45
20100301,575,37
20100302,762,74
20100303,744,59
20100304,537,51
20100305,756,50
20100306,658,59
20100307,851,59
20100308,934,72
20100401,997,39
20100402,1046,59
20100403,812,67
20100404,765,49
20100405,752,37
20100406,625,30
20100407,744,31
20100408,674,43
20100409,725,49
20100501,651,49
20100502,684,39
20100503,855,81
20100504,868,53
20100505,757,69
20100506,778,75
20100507,788,67
20100508,891,71
20100509,626,67
20100510,720,85
20100511,663,40
20100512,697,70
20100513,768,52
20100514,692,45
20100601,609,53
20100602,638,44
20100603,978,93
20100604,817,51
20100605,815,61
20100606,800,51
20100607,780,51
20100608,795,71
20100609,876,89
20100610,959,141
20100611,713,73
20100612,669,48
20100613,953,90
20100701,1049,93
20100702,999,69
20100703,1092,131
20100704,1050,83
20100705,751,92
20100706,887,73
20100707,1468,46
20100708,996,51
20100709,838,121
20100710,1049,66
20100801,991,94
20100802,1087,121
20100803,738,62
20100804,936,85
20100805,784,64
20100806,841,41
20100807,1081,73
20100808,1045,76
20100809,739,61
20100901,791,47
20100902,831,68
20100903,785,46
20100904,720,120
20100905,869,132
20100906,922,70
20100907,813,72
20100908,676,61
20100909,636,49
20100910,719,82
20101001,693,52
20101002,1010,117
20101003,905,62
20101004,732,48
20101005,801,88
20101006,848,60
20101007,762,62
20101008,677,56
20101009,813,144
20101010,681,45
20101011,726,84
20101012,804,96
20101101,764,86
20101102,936,177
20101103,759,97
20101104,689,332
20101105,631,313
20101106,314,196
20101107,786,293
20101108,725,114
20101109,880,205
20101110,579,99
20101111,442,203
20101201,863,143
20101202,780,95
20101203,650,157
20101204,470,159
20101205,375,230
20101206,409,192
20101207,510,149
20101208,682,71
20101209,671,66
20101210,554,58
20101301,631,87
20101302,702,51
20101303,633,92
20101304,562,43
20101305,727,83
20101306,753,87
20101307,632,90
20101308,741,44
20101309,636,90
20101310,542,51
20101311,568,51
20101312,547,54
20101401,789,113
20101402,809,116
20101403,751,62
20101404,788,44
20101405,655,64
20101406,540,53
20101407,744,91
20101408,546,53
20101409,776,111
20101410,755,84
20101411,561,148
20101501,562,71
20101502,844,74
20101503,506,51
20101504,619,57
20101505,775,45
20101506,570,43
20101507,487,39
20101508,914,159
20101509,1167,56
20101601,603,68
20101602,971,106
20101603,646,132
20101604,834,39
20101605,962,89
20101606,913,93
20101607,723,59
20101608,786,67
20101609,842,111
20101701,709,39
20101702,753,91
20101703,862,82
20101704,1043,40
20101705,922,139
20101706,755,117
20101707,758,117
20101708,631,63
20101709,599,39
20101710,682,59
20101801,634,102
20101802,643,112
20101803,696,84
20101804,913,201
20101805,682,97
20101806,570,36
20101807,681,104
20101808,549,47
20101809,1161,123
20101810,451,65
20101811,542,121
20101812,732,76
20101901,499,64
20101902,854,240
20101903,767,333
20101904,684,104
20101905,727,95
20101906,671,187
20101907,714,61
20101908,446,66
20101909,616,113
20101910,810,198
20101911,815,104
20101912,986,151
20110101,961,71
20110102,880,53
20110103,678,42
20110104,809,37
20110105,553,34
20110106,744,58
20110107,668,52
20110108,632,43
20110109,737,44
20110110,779,43
20110111,839,56
20110112,640,36
20110201,780,56
20110202,911,62
20110203,688,51
20110204,530,25
20110205,1014,52
20110206,943,38
20110207,804,37
20110208,840,43
20110209,629,36
20110210,972,50
20110211,774,63
20110301,658,35
20110302,752,48
20110303,641,46
20110304,573,46
20110305,527,38
20110306,714,41
20110307,742,47
20110308,705,52
20110309,688,46
20110310,724,49
20110311,693,47
20110312,740,35
20110401,792,37
20110402,741,45
20110403,681,58
20110404,868,80
20110405,736,41
20110406,620,24
20110407,687,40
20110408,667,33
20110409,775,53
20110410,639,52
20110411,857,74
20110412,835,48
20110413,744,51
20110501,647,57
20110502,824,43
20110503,928,49
20110504,571,53
20110505,810,44
20110506,833,43
20110507,720,34
20110508,813,49
20110509,789,53
20110510,764,47
20110601,653,45
20110602,915,52
20110603,775,44
20110604,845,71
20110605,661,71
20110606,793,62
20110607,827,68
20110608,697,43
20110609,777,88
20110610,733,66
20110611,796,63
20110701,1760,458
20110702,843,41
20110703,749,37
20110704,887,49
20110705,891,74
20110706,749,42
20110707,767,29
20110708,657,34
20110709,697,111
20110710,779,38
20110711,763,44
20110712,791,63
20110801,818,68
20110802,857,39
20110803,492,27
20110804,660,64
20110805,624,34
20110806,933,59
20110807,915,77
20110808,943,30
20110809,777,46
20110901,811,62
20110902,780,27
20110903,968,40
20110904,630,29
20110905,701,36
20110906,545,34
20110907,735,53
20110908,822,44
20110909,509,20
20110910,637,34
20110911,535,51
20110912,618,40
20111001,694,30
20111002,911,45
20111003,686,29
20111004,897,59
20111005,892,50
20111006,917,65
20111007,935,47
20111008,711,37
20111009,717,40
20111010,663,50
20111101,782,45
20111102,833,55
20111103,864,89
20111104,261,33
20111105,867,85
20111106,925,92
20111107,794,84
20111108,775,92
20111109,801,105
20111201,553,27
20111202,555,32
20111203,943,66
20111204,581,41
20111205,628,27
20111206,817,64
20111207,626,38
20111208,711,45
20111209,530,66
20111210,559,45
20111301,674,35
20111302,767,52
20111303,679,38
20111304,704,59
20111305,817,75
20111306,890,65
20111307,759,54
20111308,686,26
20111309,891,103
20111310,624,32
20111311,783,63
20111401,910,62
20111402,776,43
20111403,946,62
20111404,649,50
20111405,918,52
20111406,974,71
20111407,1567,82
20111501,933,57
20111502,841,73
20111503,911,114
20111504,896,76
20111505,747,47
20111506,827,60
20111507,610,62
20111508,748,95
20111509,743,73
20111510,828,89
20111511,955,102
20111601,843,54
20111602,823,66
20111603,613,65
20111604,610,57
20111605,703,66
20111606,732,78
20111607,749,89
20111608,926,90
20111609,599,47
20111610,556,110
20111701,752,69
20111702,757,58
20111703,812,72
20111704,838,95
20111705,776,62
20111706,1017,158
20111707,762,154
20111708,708,139
20111801,793,61
20111802,730,83
20111803,787,93
20111804,771,132
20111805,697,107
20111806,1276,72
20111807,843,166
20111808,719,188
20111809,707,108
20111901,516,52
20111902,818,53
20111903,652,58
20111904,890,132
20111905,719,72
20111906,812,109
20111907,789,127
20111908,692,145
20111909,785,104
20112001,791,104
20112002,772,84
20112003,1012,124
20112004,805,88
20112005,777,86
20112006,629,82
20112007,579,74
20112008,433,69
20112009,769,51
20112010,705,65
20112011,629,69
20112101,710,84
20112102,660,105
20112103,921,76
20112104,684,72
20112105,848,74
20112106,890,79
20112107,652,59
20112108,654,58
20112109,514,23
20112110,694,135
20112111,824,117
20112201,805,99
20112202,801,176
20112203,878,118
20112204,633,61
20112205,803,90
20112206,897,135
20112207,786,70
20112208,786,79
20112209,646,117
20112210,694,83
20112211,623,78
20120101,552,29
20120102,559,23
20120103,651,36
20120104,810,75
20120105,544,44
20120106,705,55
20120107,955,134
20120108,458,47
20120109,887,87
20120110,824,64
20120111,949,89
20120201,966,100
20120202,689,49
20120203,774,76
20120204,977,55
20120205,962,58
20120206,911,57
20120207,783,67
20120208,938,65
20120301,219,13
20120302,627,71
20120303,754,70
20120304,751,54
20120305,747,72
20120306,1644,176
20120307,944,65
20120308,657,67
20120309,622,47
20120310,816,62
20120311,714,71
20120401,720,49
20120402,745,43
20120403,1022,66
20120404,903,49
20120405,575,31
20120406,703,57
20120407,987,84
20120408,744,42
20120409,557,37
20120410,584,46
20120501,567,55
20120502,593,65
20120503,1300,58
20120504,613,44
20120505,652,42
20120506,566,69
20120507,666,93
20120508,933,64
20120509,708,61
20120510,641,54
20120511,729,64
20120601,745,44
20120602,818,52
20120603,634,52
20120604,898,52
20120605,923,78
20120606,921,62
20120607,689,47
20120608,696,37
20120609,678,47
20120610,724,50
20120701,780,56
20120702,780,56
20120703,825,54
20120704,863,81
20120705,698,47
20120706,843,65
20120707,753,69
20120708,812,62
20120709,1129,108
20120710,982,110
20120801,1406,59
20120802,697,48
20120803,819,49
20120804,733,36
20120805,557,45
20120806,758,78
20120807,796,75
20120808,863,64
20120809,938,37
20120810,695,36
20120811,609,33
20120901,860,77
20120902,1061,66
20120903,933,72
20120904,1008,53
20120905,922,43
20120906,889,71
20120907,829,50
20121001,945,49
20121002,938,56
20121003,661,69
20121004,694,64
20121005,706,32
20121006,822,52
20121007,711,57
20121008,1108,58
20121009,785,57
20121010,714,101
20121011,809,74
20121101,719,41
20121102,564,81
20121103,529,39
20121104,840,48
20121105,846,74
20121106,774,84
20121107,724,54
20121108,850,72
20121109,806,63
20121110,798,62
20121111,711,63
20121201,616,45
20121202,1015,83
20121203,1129,80
20121204,840,71
20121205,750,53
20121206,515,38
20121207,794,64
20121208,669,47
20121301,839,59
20121302,803,69
20121303,1486,78
20121304,1170,87
20121305,1013,64
20121306,851,60
20121307,447,46
20121401,924,76
20121402,857,57
20121403,728,50
20121404,825,41
20121405,947,39
20121406,738,40
20121407,903,154
20121408,916,55
20121409,757,43
20121410,956,67
20121501,812,72
20121502,789,55
20121503,932,65
20121504,934,40
20121505,839,74
20121506,775,54
20121507,871,50
20121508,876,62
20121509,928,67
20121510,809,39
20121511,810,34
20121512,757,41
20121513,627,63
20121601,1040,70
20121602,792,81
20121603,869,39
20121604,1076,67
20121605,1254,85
20121606,1334,72
20121607,716,38
20121608,993,70
20121609,787,51
20121610,609,54
20121611,755,41
20121612,664,50
20121613,444,54
20121614,333,20
20121701,965,45
20121702,981,71
20121703,871,46
20121704,730,66
20121705,1050,83
20121706,946,60
20121707,935,57
20121708,1181,71
20121801,616,15
20121802,856,68
20121803,811,53
20121804,763,54
20121805,843,70
20121806,826,63
20121807,838,56
20121808,886,94
20121809,745,49
20121810,709,38
20121811,666,42
20121812,1072,91
20121813,724,32
20121901,861,52
20121902,558,35
20121903,731,33
20121904,1022,60
20121905,1032,57
20121906,1004,74
20121907,937,61
20121908,873,90
20121909,746,43
20121910,1041,39
20121911,1019,63
20121912,775,58
20121913,661,52
20122001,798,53
20122002,1220,66
20122003,965,61
20122004,966,68
20122005,939,54
20122006,940,74
20122007,839,48
20122008,860,77
20122101,994,58
20122102,1023,51
20122103,842,78
20122104,982,33
20122105,774,39
20122106,821,48
20122107,886,71
20122108,752,51
20122109,734,67
20122110,643,21
20122201,734,54
20122202,904,50
20122203,742,44
20122204,830,55
20122205,1158,49
20122206,1039,80
20122207,1053,68
20122208,939,43
20122209,866,54
20122210,904,60
20122211,891,64
20130101,665,68
20130102,733,37
20130103,567,45
20130104,700,63
20130105,781,54
20130106,829,53
20130107,469,40
20130108,497,41
20130109,425,32
20130110,672,37
20130111,605,55
20130112,483,61
20130113,572,50
20130114,599,48
20130201,940,133
20130202,798,62
20130203,542,49
20130204,628,38
20130205,732,54
20130206,884,65
20130207,629,38
20130208,573,45
20130209,996,59
20130210,1039,63
20130211,590,23
20130301,783,50
20130302,601,53
20130303,701,80
20130304,984,85
20130305,753,45
20130306,611,40
20130307,596,67
20130308,582,43
20130309,843,107
20130310,911,61
20130401,550,60
20130402,736,41
20130403,629,50
20130404,933,62
20130405,688,70
20130406,826,53
20130407,683,47
20130408,585,39
20130409,649,65
20130410,394,46
20130411,737,87
20130412,1264,136
20130413,651,56
20130414,686,72
20130501,673,71
20130502,1083,113
20130503,1110,79
20130504,921,87
20130505,795,93
20130506,893,60
20130507,714,63
20130508,821,62
20130601,665,23
20130602,977,84
20130603,858,74
20130604,835,69
20130605,873,66
20130606,785,79
20130607,813,164
20130608,730,64
20130701,721,58
20130702,528,58
20130703,936,80
20130704,708,45
20130705,963,85
20130706,757,72
20130707,751,54
20130708,710,66
20130709,757,61
20130801,588,52
20130802,505,58
20130803,882,47
20130804,792,87
20130805,890,65
20130806,606,70
20130807,739,69
20130808,903,90
20130809,646,62
20130810,590,60
20130901,624,49
20130902,630,69
20130903,463,43
20130904,513,59
20130905,1064,111
20130906,630,55
20130907,624,53
20130908,733,55
20130909,795,73
20130910,483,54
20131001,729,69
20131002,812,88
20131003,891,73
20131004,1018,92
20131005,475,93
20131006,839,61
20131007,606,55
20131008,829,81
20131009,639,62
20131010,715,178
20131011,542,74
20131101,515,53
20131102,685,61
20131103,533,46
20131104,509,48
20131105,534,57
20131106,979,102
20131107,632,94
20131201,629,74
20131202,817,80
20131203,571,53
20131204,795,65
20131205,611,96
20131206,517,53
20131207,815,81
20131208,574,55
20131209,872,73
20131210,522,42
20131301,879,149
20131302,264,50
20131303,663,74
20131304,776,66
20131305,737,90
20131306,242,19
20131307,541,88
20131308,571,78
20131309,663,117
20131310,832,87
20131311,539,64
20131312,884,113
20131313,1128,91
20131314,631,46
20131401,708,68
20131402,352,29
20131403,594,66
20131404,671,63
20131405,472,59
20131406,753,93
20131407,345,39
20131408,546,58
20131409,458,76
20131410,663,64
20131411,725,81
20131501,671,74
20131502,662,50
20131503,669,77
20131504,453,39
20131505,736,66
20131506,596,63
20131507,748,55
20131508,637,76
20131509,790,77
20131510,566,66
20131511,642,93
20131512,603,51
20131601,786,68
20131602,806,70
20131603,455,54
20131604,627,69
20131605,468,58
20131606,377,35
20131607,705,60
20131608,575,96
20131609,776,51
20131610,768,71
20131611,658,66
20131612,648,82
20131613,513,39
20131701,982,83
20131702,963,120
20131703,767,50
20131704,507,45
20131705,663,44
20131706,720,48
20131707,787,53
20131708,704,35
20131709,930,76
20131710,859,85
20131711,531,39
20131801,793,95
20131802,771,96
20131803,864,76
20131804,673,46
20131805,643,59
20131806,681,58
20131807,900,71
20131808,729,72
20131809,461,64
20131810,716,96
20131901,736,69
20131902,873,60
20131903,641,58
20131904,467,33
20131905,846,83
20131906,461,36
20131907,666,67
20131908,695,49
20131909,599,62
20131910,644,49
20131911,375,30
20131912,676,77
20132001,604,42
20132002,865,78
20132003,377,35
20132004,638,47
20132005,563,39
20132006,733,82
20132007,781,54
20132008,726,57
20132009,502,49
20132010,533,31
20132011,558,40
20132012,516,48
20132101,517,84
20132102,278,31
20132103,482,55
20132104,789,72
20132105,756,94
20132106,672,87
20132107,1000,125
20132108,649,86
20132109,773,69
20132110,823,93
20132201,543,46
20132202,472,48
20132203,430,41
20132204,748,147
20132205,1059,125
20132206,975,147
20132207,1004,97
20132208,737,60
20132209,509,42
20132301,1095,97
20132302,475,40
20132303,1008,91
20132304,558,46
20132305,457,37
20132306,661,101
20132307,472,57
20132308,964,80
20132309,942,82
20132310,507,55
20132311,757,62
20132401,444,27
20132402,515,53
20132403,599,69
20132404,771,51
20132405,671,55
20132406,692,42
20132407,889,54
20132408,799,48
20132409,908,62
20132410,746,59
20132501,545,46
20132502,651,50
20132503,818,57
20132504,629,39
20132505,560,34
20132506,679,51
20132507,1034,122
20132508,716,67
20132601,774,79
20132602,753,58
20132603,720,51
20132604,883,84
20132605,672,79
20132606,720,65
20132607,434,57
20132608,424,43
20132609,472,43
20132610,872,66
20132611,571,74
20132701,388,34
20132702,794,62
20132703,946,97
20132704,757,95
20132705,580,36
20132706,1018,102
20132707,950,108
20132708,760,54
20132709,793,75
20132801,458,69
20132802,399,42
20132803,598,69
20132804,361,28
20132805,511,37
20132806,759,64
20132807,637,56
20132808,873,63
20132809,715,55
20132810,578,46
20132901,639,59
20132902,598,36
20132903,499,43
20132904,784,60
20132905,530,45
20132906,715,48
20132907,812,76
20132908,1039,64
20132909,554,17
20132910,754,32
20132911,729,61
20140101,393,36
20140102,451,111
20140103,794,68
20140104,851,93
20140105,1240,116
20140106,928,72
20140107,769,80
20140108,817,135
20140109,912,100
20140110,1124,86
20140201,1037,135
20140202,487,53
20140203,792,74
20140204,584,74
20140205,671,49
20140206,615,58
20140207,639,65
20140208,835,97
20140209,847,62
20140210,1025,110
20140301,1454,165
20140302,452,46
20140303,399,27
20140304,702,79
20140305,789,73
20140306,376,34
20140307,589,49
20140308,760,79
20140309,807,86
20140310,570,61
20140311,641,67
20140312,606,71
20140401,762,118
20140402,545,65
20140403,526,59
20140404,587,64
20140405,790,72
20140406,1223,80
20140407,857,72
20140408,1002,121
20140409,713,89
20140410,1315,167
20140501,742,46
20140502,902,53
20140503,879,93
20140504,508,46
20140505,957,89
20140506,587,44
20140507,494,59
20140508,410,46
20140509,1122,91
20140510,1206,62
20140601,910,81
20140602,692,129
20140603,824,119
20140604,652,70
20140605,702,92
20140606,1011,116
20140607,728,60
20140608,459,71
20140609,709,75
20140610,353,42
20140701,727,152
20140702,799,119
20140703,723,92
20140704,983,38
20140705,605,140
20140706,626,101
